customerid,churn_probability,actual_churn,tenure,contract,internetservice,monthlycharges,paymentmethod,risk_tier,intervention
9978-HYCIN,0.3498729232632098,0,47,One year,Fiber optic,84.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3635-JBPSG,0.3495479130229662,0,15,Two year,DSL,38.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
5312-IRCFR,0.34917444164156486,0,64,One year,Fiber optic,92.85,Electronic check,Low Risk,Monthly newsletter — standard engagement
3528-HFRIQ,0.3490305970422433,0,71,Month-to-month,DSL,52.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0639-TSIQW,0.34898383412851264,1,67,Month-to-month,Fiber optic,102.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4374-YMUSQ,0.3487673724380898,0,34,One year,Fiber optic,116.25,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4184-VODJZ,0.34865609256626323,0,63,One year,Fiber optic,91.35,Electronic check,Low Risk,Monthly newsletter — standard engagement
6617-WLBQC,0.3485868392566626,0,23,One year,Fiber optic,81.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1409-PHXTF,0.3485726017672233,0,54,Two year,Fiber optic,110.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
6776-TLWOI,0.3481182677957834,1,3,Month-to-month,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
0137-UDEUO,0.3479864954390928,1,3,Month-to-month,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
1385-TQOZW,0.34796637701823846,0,9,Month-to-month,No,20.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0870-VEMYL,0.34770223207352796,1,5,Month-to-month,DSL,53.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6112-KTHFQ,0.347575250739901,0,13,Month-to-month,No,19.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
6734-CKRSM,0.34746087142858495,0,3,Month-to-month,No,20.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
5469-CTCWN,0.34703578673097535,1,61,One year,Fiber optic,106.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
3417-TSCIC,0.3469946673404713,0,29,One year,DSL,24.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
5876-HZVZM,0.3469879135867945,1,6,Month-to-month,DSL,55.9,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0030-FNXPP,0.34690848566419485,0,3,Month-to-month,No,19.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
2303-PJYHN,0.346722630779022,0,2,Month-to-month,No,19.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7361-YPXFS,0.34671965523769244,0,28,Month-to-month,DSL,64.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0178-CIIKR,0.3467064977294311,0,3,Month-to-month,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
3523-QRQLL,0.3460776532633863,1,22,One year,DSL,69.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9770-LXDBK,0.34605281269085786,0,3,Month-to-month,No,20.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
4903-UYAVB,0.3458052082749072,1,5,Month-to-month,No,19.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
8627-EHGIP,0.3456615571669218,1,44,One year,DSL,53.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
2272-JKMSI,0.34549391836479926,0,62,One year,Fiber optic,110.8,Electronic check,Low Risk,Monthly newsletter — standard engagement
8715-KKTFG,0.34542518596119526,0,61,One year,Fiber optic,103.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8851-RAGOV,0.34533220227617434,0,25,Month-to-month,DSL,71.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
9391-DXGGG,0.3451930374195105,0,44,One year,Fiber optic,89.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2858-MOFSQ,0.34511450253096176,1,17,One year,DSL,55.85,Mailed check,Low Risk,Monthly newsletter — standard engagement
1142-IHLOO,0.3450168653691232,0,51,One year,Fiber optic,87.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9101-BWFSS,0.3449881675924758,1,50,One year,Fiber optic,108.55,Electronic check,Low Risk,Monthly newsletter — standard engagement
0447-BEMNG,0.34498452697322085,1,48,Month-to-month,DSL,45.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8999-XXGNS,0.3447318483650638,0,72,One year,Fiber optic,105.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2040-OBMLJ,0.3447292577472183,0,31,One year,Fiber optic,81.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5533-RJFTJ,0.3444978956836507,0,49,Month-to-month,DSL,30.2,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
5268-DSMNQ,0.34442510204146787,0,62,One year,Fiber optic,97.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6806-YDEUL,0.3442293067959234,0,6,Month-to-month,No,19.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6394-HHHZM,0.3441276201016036,0,3,Month-to-month,No,20.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
6131-JLWZM,0.3440964721744636,0,13,Month-to-month,No,20.3,Mailed check,Low Risk,Monthly newsletter — standard engagement
8439-LTUGF,0.3439873509032513,0,10,Month-to-month,No,20.0,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7017-VFULY,0.34371237993772963,0,2,Month-to-month,No,20.1,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4753-PADAS,0.34369916636796366,0,67,One year,Fiber optic,105.7,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1984-FCOWB,0.3435717023741577,1,70,One year,Fiber optic,109.5,Electronic check,Low Risk,Monthly newsletter — standard engagement
8410-BGQXN,0.34333659221982626,0,4,Month-to-month,No,19.4,Mailed check,Low Risk,Monthly newsletter — standard engagement
5222-JCXZT,0.3428847672943116,0,4,Month-to-month,No,19.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
1194-SPVSP,0.34287588383706813,0,1,Month-to-month,No,19.65,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6728-CZFEI,0.3428376105512628,0,15,One year,DSL,56.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
2252-JHJGE,0.3426296954582729,0,61,One year,Fiber optic,104.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
3717-OFRTN,0.3425932624664248,0,1,Month-to-month,No,19.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4075-JFPGR,0.3425502525741109,0,51,One year,Fiber optic,93.5,Electronic check,Low Risk,Monthly newsletter — standard engagement
5343-SGUBI,0.342458706526704,0,52,One year,Fiber optic,80.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
7234-KMNRQ,0.3422165437416377,0,4,Month-to-month,No,19.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
2654-VBVPB,0.34216953971629915,0,1,Month-to-month,No,19.9,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9426-SXNHE,0.34210447148176093,0,2,Month-to-month,No,18.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4190-MFLUW,0.34194829689778355,1,10,Month-to-month,DSL,55.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1349-WXNGG,0.34174606860118595,1,1,Month-to-month,No,20.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7310-EGVHZ,0.34132284964620146,0,1,Month-to-month,No,20.2,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
1502-XFCVR,0.3412335606362212,1,58,One year,Fiber optic,106.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
7926-IJOOU,0.3412286714097267,0,1,Month-to-month,No,19.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2220-IAHLS,0.3409467033217027,0,1,Month-to-month,No,19.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0939-EREMR,0.3408499236721203,0,13,Month-to-month,DSL,53.45,Mailed check,Low Risk,Monthly newsletter — standard engagement
1641-BYBTK,0.34080939163415785,0,6,Month-to-month,No,20.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
8920-NAVAY,0.3407904492694057,0,62,One year,Fiber optic,110.75,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8474-UMLNT,0.34067215513646026,0,13,Month-to-month,DSL,67.8,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2576-HXMPA,0.340523962194705,0,1,Month-to-month,No,19.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4558-CGYCZ,0.34032765650557373,0,4,Month-to-month,No,19.75,Mailed check,Low Risk,Monthly newsletter — standard engagement
9402-CXWPL,0.34027681542562455,0,70,One year,Fiber optic,98.9,Electronic check,Low Risk,Monthly newsletter — standard engagement
9762-YAQAA,0.3402575559419035,0,39,One year,Fiber optic,81.4,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4332-MUOEZ,0.34023301569569725,0,20,One year,Fiber optic,94.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4926-UMJZD,0.34018102708293013,0,31,Month-to-month,DSL,49.2,Mailed check,Low Risk,Monthly newsletter — standard engagement
1336-EZFZY,0.33994722561963947,0,4,Month-to-month,No,20.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
8562-GHPPI,0.339819957614616,0,1,Month-to-month,No,19.8,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
4397-FRLTA,0.33976346587239786,0,4,Month-to-month,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
2542-HYGIQ,0.3393978940907892,0,1,Month-to-month,No,19.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
6705-LNMDD,0.33938360673636275,0,20,Month-to-month,DSL,50.0,Mailed check,Low Risk,Monthly newsletter — standard engagement
6211-WHMYA,0.33932635413236173,0,64,Month-to-month,DSL,43.85,Electronic check,Low Risk,Monthly newsletter — standard engagement
1625-JAIIY,0.33924878127606095,1,68,One year,Fiber optic,83.0,Electronic check,Low Risk,Monthly newsletter — standard engagement
6728-WYQBC,0.339210555545946,0,1,Month-to-month,No,20.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9571-EDEBV,0.3391827309024253,0,71,One year,Fiber optic,98.65,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1735-XMJVH,0.3391814251903519,0,8,Month-to-month,No,19.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
4450-MDZFX,0.3390881235423906,0,60,Month-to-month,Fiber optic,74.35,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7874-ECPQJ,0.3387898262035267,0,4,Month-to-month,No,20.05,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
8319-QBEHW,0.3386893480043542,0,26,One year,DSL,39.95,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
3090-QFUVD,0.33841407195294243,0,1,Month-to-month,No,20.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9974-JFBHQ,0.338385403256819,0,64,Month-to-month,Fiber optic,99.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0810-BDHAW,0.3383802065542307,0,24,One year,DSL,78.4,Electronic check,Low Risk,Monthly newsletter — standard engagement
5687-DKDTV,0.3382496378295985,1,4,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
8785-EPNCG,0.33798326252538285,1,11,Month-to-month,No,23.15,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
1222-LRYKO,0.33782289362736456,0,6,Month-to-month,No,26.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
9708-KFDBY,0.33771219563876625,0,1,Month-to-month,No,20.55,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7868-BGSZA,0.337275065934233,0,43,One year,DSL,80.2,Electronic check,Low Risk,Monthly newsletter — standard engagement
2700-LUEVA,0.3371512086764446,0,1,Month-to-month,No,20.75,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3272-VUHPV,0.33713067135826275,0,8,Month-to-month,DSL,56.3,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
7134-MJPDY,0.33695829816252465,0,66,One year,Fiber optic,102.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9367-OIUXP,0.3365559340647906,0,4,Month-to-month,No,20.7,Mailed check,Low Risk,Monthly newsletter — standard engagement
0961-ZWLVI,0.3362206239260948,0,49,One year,Fiber optic,109.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7706-DZNKK,0.3362102852942078,0,11,Month-to-month,No,20.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0330-BGYZE,0.33566602061390227,0,60,One year,Fiber optic,102.5,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
4895-TMWIR,0.3356622912387333,1,11,Month-to-month,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
2212-LYASK,0.33550763317951904,0,27,One year,DSL,45.85,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0484-FFVBJ,0.33537101981620626,0,32,One year,DSL,64.85,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6425-YQLLO,0.33521976614218424,1,66,One year,Fiber optic,105.95,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5473-KHBPS,0.3345677120110249,0,52,One year,Fiber optic,95.7,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
2851-MMUTZ,0.3345386054903743,0,27,Month-to-month,DSL,56.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
7808-DVWEP,0.334473223335213,0,3,Month-to-month,No,20.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
0723-VSOBE,0.3342851628204246,0,45,One year,DSL,34.2,Electronic check,Low Risk,Monthly newsletter — standard engagement
8080-POTJR,0.3340586471276644,0,30,One year,DSL,79.3,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
3977-QCRSL,0.33386892795022644,0,5,Month-to-month,No,20.15,Mailed check,Low Risk,Monthly newsletter — standard engagement
0580-PIQHM,0.3338200393616105,0,41,One year,Fiber optic,101.6,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
6906-MPARY,0.33380625487894866,0,40,One year,Fiber optic,89.6,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
9844-FELAJ,0.33372896584890355,0,70,One year,Fiber optic,107.9,Electronic check,Low Risk,Monthly newsletter — standard engagement
3363-EWLGO,0.3337150412602107,0,5,Month-to-month,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
6377-KSLXC,0.33346813960818367,0,5,Month-to-month,No,19.95,Mailed check,Low Risk,Monthly newsletter — standard engagement
1376-HHBDV,0.33321864981765337,0,30,Month-to-month,DSL,48.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
9554-DFKIC,0.3328294155320625,0,30,Month-to-month,DSL,54.45,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
2439-QKJUL,0.3327529604613388,0,5,Month-to-month,No,20.25,Mailed check,Low Risk,Monthly newsletter — standard engagement
5197-PYEPU,0.3322807439156822,0,42,One year,Fiber optic,94.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
5730-RIITO,0.33214344055025724,0,43,Month-to-month,DSL,33.45,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
7740-BTPUX,0.3319447681385127,0,55,Two year,Fiber optic,113.6,Electronic check,Low Risk,Monthly newsletter — standard engagement
3886-CERTZ,0.3316527546919317,1,72,One year,Fiber optic,109.25,Electronic check,Low Risk,Monthly newsletter — standard engagement
9496-IVVRP,0.3314089291924848,0,11,Month-to-month,DSL,51.0,Bank transfer (automatic),Low Risk,Monthly newsletter — standard engagement
9364-YKUVW,0.3312670604106845,0,15,Month-to-month,No,19.8,Mailed check,Low Risk,Monthly newsletter — standard engagement
4079-VTGLK,0.3311576782682072,0,30,Two year,DSL,74.85,Electronic check,Low Risk,Monthly newsletter — standard engagement
6621-YOBKI,0.3307802262644993,0,5,Month-to-month,No,20.35,Mailed check,Low Risk,Monthly newsletter — standard engagement
1135-HIORI,0.3307035230639472,0,64,One year,Fiber optic,111.45,Electronic check,Low Risk,Monthly newsletter — standard engagement
9115-YQHGA,0.3306202237760763,0,40,Month-to-month,DSL,51.1,Electronic check,Low Risk,Monthly newsletter — standard engagement
7382-DFJTU,0.33055036277082717,0,18,Month-to-month,DSL,55.2,Credit card (automatic),Low Risk,Monthly newsletter — standard engagement
0278-YXOOG,0.33053307220970796,1,5,Month-to-month,No,21.05,Mailed check,Low Risk,Monthly newsletter — standard engagement
